RECID|RAKNONRAK|KodeToko|TIPERAK|NORAK|KET_RAK|NAMA_RAK|NOSHELF|KET_SHELF|KIRIKANAN|DEPANBLK|ATASBAWAH|DIVISI|PRDCD|PLUMD|KODESHELF|TKIRIKANAN|TATASBAWAH|TDEPANBLK|QTY|QTY_LENGTH|PKM|MINDISP|NPLUS|TGL_MULAI|TGL_AKHIR|KET|ADDID|ADDTIME|UPDID|UPDTIME|TGL_NP1|TGL_NP2
|R|XXX|A|49854|SNACK 6 RAK DOUBLE ALL SOCIO NASIONAL|1SNK06D0_SD1_AL_NAS49854|21||6|1|1||20125389|20125389||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||626|1|1||20125395|20125395||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||627|1|1||20125396|20125396||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||628|1|1||20125397|20125397||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||629|1|1||20125398|20125398||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||630|1|1||20125399|20125399||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||631|1|1||20125400|20125400||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||632|1|1||20125401|20125401||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||633|1|1||20125402|20125402||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||634|1|1||20125403|20125403||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||635|1|1||20125404|20125404||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||636|1|1||20125405|20125405||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||637|1|1||20125406|20125406||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||638|1|1||20125407|20125407||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||639|1|1||20125408|20125408||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||640|1|1||20125409|20125409||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||641|1|1||20125410|20125410||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||642|1|1||20125411|20125411||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||643|1|1||20125412|20125412||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||644|1|1||20125413|20125413||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||645|1|1||20125414|20125414||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||646|1|1||20125415|20125415||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||647|1|1||20125416|20125416||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||648|1|1||20125417|20125417||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||649|1|1||20125418|20125418||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||650|1|1||20125419|20125419||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||651|1|1||20125420|20125420||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||652|1|1||20125421|20125421||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||653|1|1||20125422|20125422||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||654|1|1||20125423|20125423||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||655|1|1||20125424|20125424||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||656|1|1||20125425|20125425||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||657|1|1||20125426|20125426||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||658|1|1||20125427|20125427||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||659|1|1||20125428|20125428||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||660|1|1||20125429|20125429||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||661|1|1||20125430|20125430||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||662|1|1||20125431|20125431||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||663|1|1||20125432|20125432||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||664|1|1||20125433|20125433||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||665|1|1||20125434|20125434||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||666|1|1||20125435|20125435||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||667|1|1||20125436|20125436||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||668|1|1||20125437|20125437||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||669|1|1||20125438|20125438||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||670|1|1||20125439|20125439||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||671|1|1||20125440|20125440||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||672|1|1||20125441|20125441||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||673|1|1||20125442|20125442||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||674|1|1||20125443|20125443||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||675|1|1||20125444|20125444||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25150|MODUL PEMBAYARAN MARKETING|RPROM425150|1||676|1|1||20125445|20125445||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |432|1|1||20125451|20125451||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||831|1|1||20125454|20125454||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||832|1|1||20125455|20125455||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||140|1|1||20125456|20125456||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||235|1|1||20125457|20125457||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||236|1|1||20125458|20125458||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||237|1|1||20125459|20125459||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||238|1|1||20125460|20125460||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||239|1|1||20125461|20125461||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||240|1|1||20125462|20125462||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||241|1|1||20125463|20125463||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||242|1|1||20125464|20125464||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||243|1|1||20125465|20125465||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||244|1|1||20125466|20125466||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|56||3|1|1||20125483|20125483||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|48989|PAPER PRODUCT 3 RAK DOUBLE ALL SOCIO NASIONAL|1PPT03D0_SD1_AL_NAS48989|7||1|1|1||20125494|20125494||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||833|1|1||20125496|20125496||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||834|1|1||20125497|20125497||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||780|1|1||20125528|20125528||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||781|1|1||20125529|20125529||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||782|1|1||20125530|20125530||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||783|1|1||20125531|20125531||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||784|1|1||20125532|20125532||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||785|1|1||20125533|20125533||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||786|1|1||20125534|20125534||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||787|1|1||20125535|20125535||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||788|1|1||20125536|20125536||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||789|1|1||20125537|20125537||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|52||11|1|1||20125542|20125542||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||790|1|1||20125544|20125544||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||791|1|1||20125545|20125545||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||792|1|1||20125546|20125546||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||793|1|1||20125547|20125547||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||794|1|1||20125548|20125548||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||795|1|1||20125549|20125549||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||796|1|1||20125550|20125550||1|1|8|0|0.00|0|8|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||797|1|1||20125551|20125551||1|1|8|0|0.00|0|8|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||798|1|1||20125552|20125552||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||799|1|1||20125553|20125553||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25147|MODUL PEMBAYARAN MARKETING|RPROM125147|1||383|1|1||20125554|20125554||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|53039|INSTANT FOOD 4 RAK DOUBLE MENENGAH BAWAH JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1IFD04D0_SD1_MB_JK153039|5||3|1|1||20125555|20125555||1|2|5|0|0.00|0|10|0||||||27/08/2026 06:27:52||||
|R|XXX|A|49854|SNACK 6 RAK DOUBLE ALL SOCIO NASIONAL|1SNK06D0_SD1_AL_NAS49854|1||4|1|1||20125580|20125580||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|59415|COOLER PERISHABLE 3 PINTU JK1 TG1 TG2 BKS PRG BG1 BG2 JK2 LBK PWK|1CLP03N0_SD1_AL_JK159415|15||2|1|1||20125584|20125584||2|1|11|0|0.00|0|22|0||||||27/08/2026 06:27:52||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |433|1|1||20125586|20125586||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |434|1|1||20125587|20125587||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |435|1|1||20125588|20125588||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |436|1|1||20125589|20125589||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |437|1|1||20125590|20125590||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |438|1|1||20125591|20125591||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |439|1|1||20125592|20125592||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |440|1|1||20125593|20125593||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30435|BAKERY 2 RAK DOUBLE NASIONAL LAIN|1BAK02D0_SD1_AL_NAS30435|6||13|1|1||20125603|20125603||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|30435|BAKERY 2 RAK DOUBLE NASIONAL LAIN|1BAK02D0_SD1_AL_NAS30435|6||12|1|1||20125604|20125604||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|30435|BAKERY 2 RAK DOUBLE NASIONAL LAIN|1BAK02D0_SD1_AL_NAS30435|6||11|1|1||20125605|20125605||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|3||3|1|1||20125623|20125623||1|2|1|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|2||1|1|1||20125628|20125628||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:53||||
|R|XXX|A|92700|BREAKFAST 2 RAK SINGLE MENENGAH BAWAH JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS|1BRE02D0_SD1_MB_JK192700|1||7|1|1||20125633|20125633||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|52704|BEVERAGES 3 RAK SINGLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BEV03S0_SD1_AL_JK152704|10||13|1|1||20125638|20125638||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:53||||
|R|XXX|A|67478|BACKWALL ROKOK DJARUM 2 RAK JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS SBI|1DJM02N0_SD1_AL_JKT167478|4||15|1|1||20125676|20125676||1|1|5|0|0.00|0|5|0||||||27/08/2026 06:27:53||||
|R|XXX|A|49397|HOME CARE TOOLS ELECTRICAL 2 RAK SINGLE ALL SOCIO NASIONAL|1HNM02S0_SD1_AL_NAS49397|11||7|1|1||20125690|20125690||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30435|BAKERY 2 RAK DOUBLE NASIONAL LAIN|1BAK02D0_SD1_AL_NAS30435|14||3|1|1||20125697|20125697||1|10|1|0|0.00|0|5|0||||||27/08/2026 06:27:53||||
|R|XXX|A|61207|RAK BERAS & GULA 1 RAK DOUBLE  JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1MBG01D0_SD1_AL_JKT61207|1||4|1|1||20125752|20125752||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||800|1|1||20125761|20125761||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||801|1|1||20125763|20125763||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||802|1|1||20125765|20125765||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||453|1|1||20125774|20125774||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||835|1|1||20125776|20125776||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||141|1|1||20125777|20125777||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25152|MODUL PEMBAYARAN MARKETING|RPROM625152|1||142|1|1||20125779|20125779||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25147|MODUL PEMBAYARAN MARKETING|RPROM125147|1||384|1|1||20125781|20125781||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25147|MODUL PEMBAYARAN MARKETING|RPROM125147|1||385|1|1||20125782|20125782||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|10||10|1|1||20125783|20125783||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|23||5|1|1||20125788|20125788||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|999||15|1|1||20125790|20125790||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|999||16|1|1||20125790|20125790||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:28:00||||
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|999||18|1|1||20125790|20125790||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:28:00||||
|R|XXX|A|30435|BAKERY 2 RAK DOUBLE NASIONAL LAIN|1BAK02D0_SD1_AL_NAS30435|14||4|1|1||20125806|20125806||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|54526|CONFECTIONARY 2 RAK DOUBLE ALL SOCIO NASIONAL|1CON02D0_SD1_AL_NAS54526|16||2|1|1||20125849|20125849||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|92700|BREAKFAST 2 RAK SINGLE MENENGAH BAWAH JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS|1BRE02D0_SD1_MB_JK192700|6||6|1|1||20125856|20125856||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |441|1|1||20125862|20125862||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |442|1|1||20125863|20125863||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |443|1|1||20125865|20125865||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |444|1|1||20125866|20125866||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |445|1|1||20125867|20125867||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|82419|MODUL VIRTUAL|MDLVIR82419|1|VIRTUAL |446|1|1||20125868|20125868||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25151|MODUL PEMBAYARAN MARKETING|RPROM525151|1||836|1|1||20125910|20125910||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||803|1|1||20125917|20125917||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||804|1|1||20125918|20125918||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||805|1|1||20125919|20125919||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||806|1|1||20125920|20125920||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||807|1|1||20125921|20125921||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:53||||
|R|XXX|A|25148|MODUL PEMBAYARAN MARKETING|RPROM225148|1||808|1|1||20125922|20125922||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
