RECID|RAKNONRAK|KodeToko|TIPERAK|NORAK|KET_RAK|NAMA_RAK|NOSHELF|KET_SHELF|KIRIKANAN|DEPANBLK|ATASBAWAH|DIVISI|PRDCD|PLUMD|KODESHELF|TKIRIKANAN|TATASBAWAH|TDEPANBLK|QTY|QTY_LENGTH|PKM|MINDISP|NPLUS|TGL_MULAI|TGL_AKHIR|KET|ADDID|ADDTIME|UPDID|UPDTIME|TGL_NP1|TGL_NP2
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|9||2|1|1||10000021|10000021||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|40||5|1|1||10000052|10000052||1|1|5|0|0.00|0|5|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|10||15|1|1||10000060|10000060||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|11|1|1||10000069|10000069||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|3|1|1||10000073|10000073||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|8|1|1||10000075|10000075||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|1|1|1||10000077|10000077||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|999||5|1|1||10000088|10000088||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|49407|RAK BATTERY 1RAK  NON REGULAR ALL SOCIO NAS|1BAT01N0_SD1_AL_NAS49407|1||4|1|1||10000090|10000090||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|5||19|1|1||10000097|10000097||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|1|1|3||10000098|10000098||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|25||4|1|1||10000101|10000101||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|25||13|1|1||10000102|10000102||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|38||4|1|1||10000103|10000103||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|38||5|1|1||10000104|10000104||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|4||1|1|1||10000105|10000105||1|1|6|0|0.00|0|6|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|4||4|1|1||10000106|10000106||1|1|6|0|0.00|0|6|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|4||7|1|1||10000107|10000107||1|1|6|0|0.00|0|6|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|10||10|1|1||10000116|10000116||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|20||3|1|1||10000126|10000126||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|90912|JAM 1 WING RAK JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS|1JAM01N0_SD1_AL_JK190912|1||3|1|1||10000128|10000128||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|90912|JAM 1 WING RAK JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS|1JAM01N0_SD1_AL_JK190912|1||2|1|1||10000129|10000129||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|9||1|1|1||10000132|10000132||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|9||4|1|1||10000133|10000133||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|26||2|1|1||10000135|10000135||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|1||4|1|1||10000143|10000143||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|4||3|1|1||10000144|10000144||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|1||6|1|1||10000146|10000146||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|3||17|1|1||10000149|10000149||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|5|1|1||10000154|10000154||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|4|1|1||10000155|10000155||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|4||5|1|1||10000159|10000159||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|54526|CONFECTIONARY 2 RAK DOUBLE ALL SOCIO NASIONAL|1CON02D0_SD1_AL_NAS54526|11||7|1|1||10000172|10000172||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|10||3|1|1||10000175|10000175||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|31||2|1|1||10000178|10000178||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|31||1|1|1||10000181|10000181||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|53039|INSTANT FOOD 4 RAK DOUBLE MENENGAH BAWAH JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1IFD04D0_SD1_MB_JK153039|10||3|1|1||10000184|10000184||2|1|5|0|0.00|0|10|0||||||27/08/2026 06:27:52||||
|R|XXX|A|53039|INSTANT FOOD 4 RAK DOUBLE MENENGAH BAWAH JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1IFD04D0_SD1_MB_JK153039|10||1|1|1||10000185|10000185||2|1|5|0|0.00|0|10|0||||||27/08/2026 06:27:52||||
|R|XXX|A|49387|BABY KIDS CARE 1 RAK DOUBLE ALL SOCIO NASIONAL|1BKC01D0_SD1_AL_NAS49387|5||2|1|1||10000189|10000189||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|50960|INDOFOOD ESKRIM FREEZER 200L NASIONAL|1IM201N0_SD1_AL_NAS50960|2||4|1|1||10000193|10000193||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|15|1|2||10000197|10000197||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|40||1|1|1||10000206|10000206||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|27||1|1|1||10000210|10000210||1|2|2|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|11||3|1|1||10000212|10000212||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|16||2|1|1||10000213|10000213||1|1|6|0|0.00|0|6|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|1||1|1|1||10000234|10000234||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|53039|INSTANT FOOD 4 RAK DOUBLE MENENGAH BAWAH JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1IFD04D0_SD1_MB_JK153039|16||3|1|1||10000245|10000245||1|1|5|0|0.00|0|5|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|9||5|1|1||10000255|10000255||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|25||2|1|1||10000278|10000278||1|1|8|0|0.00|0|8|0||||||27/08/2026 06:27:52||||
|R|XXX|A|29179|DETERGENT DESINFECTANT 5 RAK DOUBLE ALL SOCIO NASIONAL|1DND05D0_SD1_AL_NAS29179|25||9|1|1||10000279|10000279||1|3|1|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|49406|STASIONARY 1 RAK DOUBLE ALL SOCIO NAS|1STA01D0_SD1_AL_NAS49406|2||8|1|1||10000280|10000280||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|4||10|1|1||10000289|10000289||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|92700|BREAKFAST 2 RAK SINGLE MENENGAH BAWAH JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS|1BRE02D0_SD1_MB_JK192700|5||5|1|1||10000304|10000304||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|18||8|1|1||10000305|10000305||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|43||3|1|1||10000310|10000310||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|54526|CONFECTIONARY 2 RAK DOUBLE ALL SOCIO NASIONAL|1CON02D0_SD1_AL_NAS54526|14||6|1|1||10000312|10000312||1|1|6|0|0.00|0|6|0||||||27/08/2026 06:27:52||||
|R|XXX|A|49407|RAK BATTERY 1RAK  NON REGULAR ALL SOCIO NAS|1BAT01N0_SD1_AL_NAS49407|3||2|1|1||10000313|10000313||1|1|12|0|0.00|0|12|0||||||27/08/2026 06:27:52||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|58||12|1|2||10000318|10000318||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|11||5|1|1||10000320|10000320||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|54526|CONFECTIONARY 2 RAK DOUBLE ALL SOCIO NASIONAL|1CON02D0_SD1_AL_NAS54526|2||4|1|1||10000322|10000322||1|1|5|0|0.00|0|5|0||||||27/08/2026 06:27:52||||
|R|XXX|A|54531|CONFECTIONARY 4 MEJA KASIR ALL SOCIO NASIONAL|1COC04N0_SD1_AL_NAS54531|13||4|1|1||10000322|10000322||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|9||6|1|1||10000324|10000324||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|49854|SNACK 6 RAK DOUBLE ALL SOCIO NASIONAL|1SNK06D0_SD1_AL_NAS49854|33||6|1|1||10000341|10000341||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|49854|SNACK 6 RAK DOUBLE ALL SOCIO NASIONAL|1SNK06D0_SD1_AL_NAS49854|34||3|1|1||10000348|10000348||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|9||5|1|1||10000360|10000360||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|52704|BEVERAGES 3 RAK SINGLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BEV03S0_SD1_AL_JK152704|8||2|1|1||10000405|10000405||2|1|2|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|54526|CONFECTIONARY 2 RAK DOUBLE ALL SOCIO NASIONAL|1CON02D0_SD1_AL_NAS54526|4||4|1|1||10000418|10000418||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|7||6|1|1||10000425|10000425||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|52704|BEVERAGES 3 RAK SINGLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BEV03S0_SD1_AL_JK152704|17||1|1|1||10000426|10000426||3|1|2|0|0.00|0|6|0||||||27/08/2026 06:27:52||||
|R|XXX|G|42116|MODUL DANCING UP SHELFING 1 ATAS|DU1AMKT42116|1||1|1|1||10000426|10000426||1|1|4|0|0.00|0|0|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|38||3|1|1||10000430|10000430||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|6||4|2|1||10000431|10000431||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|27||5|1|1||10000439|10000439||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|34||3|1|1||10000442|10000442||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|2||1|1|1||10000451|10000451||1|3|1|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|6|1|1||10000452|10000452||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|17||2|1|1||10000461|10000461||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|29||2|1|1||10000465|10000465||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|1|1|2||10000473|10000473||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:53||||
|R|XXX|A|49406|STASIONARY 1 RAK DOUBLE ALL SOCIO NAS|1STA01D0_SD1_AL_NAS49406|2||3|1|1||10000475|10000475||1|2|1|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|86599|MODUL PERLENGKAPAN OPERASIONAL TOKO ( TIDAK UNTUK DI DISPLAY )|RRAK86599|1||21|1|1||10000475|10000475||1|1|1|0|0.00|0|1|0||||||27/08/2026 06:27:52||||
|R|XXX|A|29179|DETERGENT DESINFECTANT 5 RAK DOUBLE ALL SOCIO NASIONAL|1DND05D0_SD1_AL_NAS29179|25||10|1|1||10000482|10000482||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|20||2|1|1||10000501|10000501||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|53039|INSTANT FOOD 4 RAK DOUBLE MENENGAH BAWAH JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1IFD04D0_SD1_MB_JK153039|15||2|1|1||10000507|10000507||1|3|1|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|23||6|1|1||10000509|10000509||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|42||5|1|1||10000517|10000517||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|16||6|1|1||10000525|10000525||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|49407|RAK BATTERY 1RAK  NON REGULAR ALL SOCIO NAS|1BAT01N0_SD1_AL_NAS49407|1||6|1|1||10000527|10000527||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|3||8|1|1||10000548|10000548||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|1||16|1|1||10000549|10000549||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|7||10|1|1||10000552|10000552||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|5||22|1|1||10000553|10000553||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|6|1|2||10000555|10000555||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|48981|BISCUIT 5 RAK DOUBLE ALL SOCIO NASIONAL|1BIS05D0_SD1_AL_NAS48981|17||4|1|1||10000562|10000562||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30441|MILK & BABY FOOD 5 RAK SINGLE ALL SOCIO NASIONAL|1MBF05S0_SD1_AL_NAS30441|17||6|1|1||10000578|10000578||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|91639|BASIC FOOD 5 RAK DOUBLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BFD05D0_SD1_AL_JK191639|20||9|1|1||10000587|10000587||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|49407|RAK BATTERY 1RAK  NON REGULAR ALL SOCIO NAS|1BAT01N0_SD1_AL_NAS49407|3||6|1|1||10000610|10000610||1|1|12|0|0.00|0|12|0||||||27/08/2026 06:27:53||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|3|1|3||10000621|10000621||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|56112|PERSONAL CARE 8 RAK DOUBLE|1PCE08D0_SD1_AL_NAS56112|18||7|1|1||10000632|10000632||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|92700|BREAKFAST 2 RAK SINGLE MENENGAH BAWAH JK1 JK2 BG1 BG2 TG1 TG2 LBK PWK BKS|1BRE02D0_SD1_MB_JK192700|1||1|1|1||10000638|10000638||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|53039|INSTANT FOOD 4 RAK DOUBLE MENENGAH BAWAH JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1IFD04D0_SD1_MB_JK153039|10||2|1|1||10000652|10000652||2|1|5|0|0.00|0|10|0||||||27/08/2026 06:27:52||||
|R|XXX|A|53039|INSTANT FOOD 4 RAK DOUBLE MENENGAH BAWAH JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1IFD04D0_SD1_MB_JK153039|22||5|1|1||10000653|10000653||1|1|5|0|0.00|0|5|0||||||27/08/2026 06:27:52||||
|R|XXX|A|49406|STASIONARY 1 RAK DOUBLE ALL SOCIO NAS|1STA01D0_SD1_AL_NAS49406|2||9|1|1||10000656|10000656||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|6|ACRILIC MEDICINE|9|1|2||10000665|10000665||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|54826|SNACK TRADITIONAL 1 RAK DOUBLE ALL SOCIO JAKARTA|1SLK01D0_SD1_AL_JK154826|5||4|1|1||10000675|10000675||1|1|4|0|0.00|0|4|0||||||27/08/2026 06:27:52||||
|R|XXX|A|57675|MEDICINE 1 RAK SINGLE ALL SOCIO NASIONAL|1MED01S0_SD1_AL_NAS57675|4||14|1|1||10000680|10000680||1|1|3|0|0.00|0|3|0||||||27/08/2026 06:27:52||||
|R|XXX|A|30009|COOLER BEVERAGES 7 PINTU NASIONAL|1CLB07N0_SD1_AL_NAS30009|4||3|1|1||10000694|10000694||1|1|6|0|0.00|0|6|0||||||27/08/2026 06:27:52||||
|R|XXX|A|52704|BEVERAGES 3 RAK SINGLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BEV03S0_SD1_AL_JK152704|1||9|1|1||10000700|10000700||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
|R|XXX|A|52704|BEVERAGES 3 RAK SINGLE JK1 JK2 TG1 TG2 BKS PRG BG1 BG2 LBK PWK|1BEV03S0_SD1_AL_JK152704|1||3|1|1||10000704|10000704||1|1|2|0|0.00|0|2|0||||||27/08/2026 06:27:52||||
